V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
14.844566345214844,9.210724,10.093065,9.845927,10.224276,9.829569,10.4732895,9.250302,10.052547,9.876329,10.177273,9.804745,10.518143
14.844541549682617,9.210482,10.092712,9.845847,10.224188,9.829918,10.47391,9.250048,10.052197,9.876239,10.1771755,9.805104,10.518752
14.844572067260742,9.210634,10.092772,9.845186,10.224256,9.83038,10.474028,9.250204,10.052311,9.875603,10.177259,9.805621,10.518864
14.8445463180542,9.209338,10.093137,9.846755,10.225642,9.830105,10.471535,9.249046,10.052712,9.877215,10.178703,9.805313,10.516272
14.844331741333008,9.212785,10.08698,9.840431,10.224901,9.831194,10.480157,9.252548,10.046818,9.871215,10.177952,9.806656,10.525264
14.842212677001953,9.210475,10.103936,9.85165,10.229729,9.829262,10.447704,9.250662,10.063257,9.88196,10.1825485,9.8042,10.491703
14.843263626098633,9.214401,10.096254,9.843254,10.227453,9.833097,10.460179,9.254611,10.056691,9.874523,10.181058,9.809013,10.504938
14.842241287231445,9.212075,10.082712,9.843514,10.223654,9.828197,10.484728,9.251579,10.041694,9.873886,10.176016,9.803021,10.530241
14.844576835632324,9.210117,10.090206,9.8449335,10.224407,9.831521,10.475755,9.249852,10.049971,9.875586,10.177519,9.806934,10.520748
14.844579696655273,9.210341,10.092113,9.845375,10.223942,9.830927,10.474806,9.249891,10.051655,9.875781,10.176929,9.806183,10.519634
14.843626022338867,9.212482,10.096024,9.848253,10.225618,9.829257,10.464621,9.252145,10.055481,9.878624,10.17865,9.804417,10.509306
14.844512939453125,9.211132,10.092364,9.845617,10.223816,9.830845,10.473614,9.25069,10.051905,9.876021,10.176813,9.8061,10.5184355
14.844575881958008,9.210933,10.092283,9.844235,10.22435,9.831051,10.47455,9.250505,10.051863,9.87468,10.177359,9.806339,10.519388
14.84460735321045,9.210026,10.09187,9.844084,10.224289,9.831617,10.475805,9.249574,10.051453,9.874517,10.177274,9.806919,10.520634
14.843908309936523,9.208545,10.090597,9.840685,10.224047,9.837249,10.476522,9.24818,10.050559,9.8713875,10.177103,9.81296,10.521231
14.843908309936523,9.208545,10.090597,9.840685,10.224047,9.837249,10.476522,9.24818,10.050559,9.8713875,10.177103,9.81296,10.521231
14.844560623168945,9.210575,10.092254,9.845163,10.224087,9.830534,10.474713,9.250129,10.051778,9.875567,10.177076,9.805767,10.51956
14.84463119506836,9.21065,10.09236,9.844915,10.224348,9.829808,10.474857,9.250218,10.051851,9.87533,10.177338,9.804992,10.519737
14.841285705566406,9.215128,10.0983,9.838845,10.230341,9.837566,10.454029,9.25532,10.058825,9.870136,10.183856,9.813597,10.498388
14.843889236450195,9.213466,10.092635,9.842379,10.2266655,9.831717,10.468721,9.253454,10.052771,9.873403,10.180096,9.807419,10.513748
14.84444808959961,9.216565,10.093088,9.839719,10.227638,9.830394,10.466303,9.256842,10.053501,9.871187,10.181229,9.806248,10.511454
14.844439506530762,9.2049675,10.092457,9.843283,10.226199,9.832546,10.478115,9.24436,10.051512,9.87347,10.178637,9.807463,10.522835
14.845081329345703,9.210857,10.094034,9.845489,10.22421,9.82947,10.472266,9.250561,10.053711,9.876057,10.177353,9.804767,10.517122
14.842619895935059,9.210609,10.094015,9.840721,10.229146,9.836736,10.46485,9.250601,10.054243,9.871756,10.182377,9.812614,10.509453
14.84498119354248,9.211785,10.088924,9.8416,10.224053,9.832586,10.478016,9.25152,10.048857,9.872375,10.177202,9.808133,10.522986
14.844902038574219,9.212714,10.094313,9.840046,10.22614,9.83132,10.471287,9.252632,10.054352,9.871018,10.179415,9.806961,10.516307
14.842354774475098,9.221195,10.104866,9.845646,10.230672,9.828479,10.4361515,9.26234,10.0654545,9.877377,10.184532,9.804326,10.480943
14.838005065917969,9.2238655,10.102129,9.845329,10.231344,9.829177,10.440014,9.264496,10.061978,9.876069,10.184491,9.80458,10.4844
14.84254264831543,9.209309,10.1000395,9.8489685,10.229204,9.830162,10.457424,9.249121,10.059309,9.8791685,10.182151,9.805077,10.501631
14.845169067382812,9.204269,10.087593,9.844202,10.223289,9.83079,10.488248,9.243397,10.046396,9.874101,10.175575,9.805477,10.533144
14.844513893127441,9.213611,10.08581,9.839045,10.22505,9.832642,10.4788265,9.253657,10.045974,9.870241,10.178214,9.808409,10.524202
14.846967697143555,9.206197,10.087859,9.837393,10.222023,9.832234,10.488597,9.246097,10.047927,9.868678,10.175074,9.807876,10.534065
14.844894409179688,9.209938,10.091967,9.849279,10.224136,9.8306055,10.470783,9.249748,10.051796,9.879972,10.177323,9.805998,10.5155735
14.845088958740234,9.211063,10.089218,9.842756,10.223969,9.8314295,10.47756,9.25085,10.049097,9.873621,10.177139,9.806929,10.522763
14.84256362915039,9.221231,10.100279,9.844387,10.229069,9.828136,10.448358,9.261675,10.060717,9.875815,10.182882,9.804024,10.493469
14.84449577331543,9.211356,10.087559,9.845095,10.225019,9.828106,10.476875,9.251179,10.047046,9.875941,10.177906,9.803255,10.522263
14.844413757324219,9.210638,10.092838,9.845241,10.2246,9.830334,10.473502,9.25021,10.052349,9.875646,10.177601,9.805552,10.51833
14.844457626342773,9.210435,10.093107,9.845667,10.224411,9.830016,10.473563,9.24997,10.052546,9.876,10.177366,9.805168,10.51836
14.844587326049805,9.210622,10.092154,9.844954,10.224146,9.830556,10.474837,9.250194,10.051708,9.875386,10.177156,9.805809,10.519695
14.844587326049805,9.210628,10.092152,9.844953,10.224147,9.830551,10.474835,9.250198,10.051705,9.875385,10.177157,9.805804,10.519693
14.844656944274902,9.210286,10.09259,9.845359,10.224081,9.830289,10.47464,9.249839,10.052092,9.875746,10.177066,9.805492,10.519468
14.844655990600586,9.210275,10.092594,9.84536,10.224075,9.8302965,10.4746475,9.249828,10.052096,9.875748,10.177061,9.805501,10.519474
14.844655990600586,9.21028,10.092592,9.845359,10.224078,9.830293,10.474644,9.249834,10.052094,9.875749,10.177064,9.805497,10.519472
14.844587326049805,9.210632,10.092149,9.844952,10.22415,9.830547,10.4748335,9.250204,10.051703,9.875385,10.17716,9.8058,10.51969
14.844175338745117,9.2107725,10.09341,9.846582,10.224457,9.829674,10.4724045,9.250267,10.052765,9.876831,10.1773615,9.804769,10.517164
14.844522476196289,9.211531,10.09284,9.844856,10.224224,9.829881,10.473393,9.251136,10.052372,9.875306,10.177256,9.805096,10.518267
14.844176292419434,9.2107725,10.093395,9.84658,10.224451,9.829674,10.472429,9.250267,10.052751,9.876829,10.177356,9.804768,10.517189
14.84443473815918,9.2105875,10.092262,9.844741,10.22403,9.830614,10.47529,9.250074,10.051674,9.875059,10.176922,9.805776,10.520134
14.84416389465332,9.21108,10.093594,9.846569,10.224553,9.829565,10.471756,9.2506075,10.05299,9.876861,10.177496,9.8046875,10.516529
