V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
40024.62109375,40083.918,39957.34,40011.76,40079.492,40130.4,40137.75,39966.36,40099.48,40182.098,40251.754,40137.316,40143.36
3986.945068359375,4002.7822,3980.0872,3981.0337,3987.941,3992.6687,3994.3662,3976.2424,3989.5813,3997.3296,4004.3687,3992.9163,3993.643
10092.0283203125,10117.58,10091.686,10090.049,10101.246,10112.296,10137.326,10069.417,10103.296,10165.183,10154.558,10153.555,10116.856
2499.617431640625,2502.2869,2495.3423,2498.7686,2503.7422,2508.2764,2506.3052,2495.4504,2504.6194,2508.655,2513.0898,2505.937,2506.623
1810.970947265625,1812.9558,1808.6969,1813.3895,1813.4105,1815.7183,1815.823,1807.5652,1813.8417,1817.4238,1820.6627,1815.4032,1815.8793
653.2269287109375,656.50964,655.05194,653.29987,654.09814,655.42084,655.11163,652.1815,654.5805,655.74567,656.9799,655.05927,655.29224
3032.32470703125,3032.4436,3027.835,3040.4197,3041.227,3040.21,3038.9553,3025.5537,3033.8328,3039.268,3044.5938,3035.8882,3036.584
2465.359619140625,2468.4082,2461.508,2463.5405,2505.6477,2500.234,2471.2734,2460.2415,2468.0361,2472.2368,2476.563,2469.479,2470.0845
6530.02490234375,6538.6323,6519.7627,6528.336,6565.0522,6558.324,6548.8584,6521.43,6541.0938,6554.052,6565.4424,6546.7847,6547.913
5132.4765625,5140.139,5124.8164,5120.097,5127.241,5132.3965,5133.1216,5110.898,5127.986,5138.5635,5147.48,5132.826,5133.8237
433.3309020996094,434.89313,433.11423,434.17957,435.0223,450.21616,434.41425,432.40808,434.0398,434.76782,435.59305,434.32013,434.59885
1088.327392578125,1089.1492,1083.6254,1083.667,1085.5614,1087.106,1087.1619,1082.3127,1086.1079,1088.2252,1090.2056,1087.0123,1087.3707
2291.39599609375,2293.392,2287.5012,2296.32,2293.3198,2299.1157,2298.6562,2288.1917,2295.2761,2298.8862,2302.874,2296.3345,2296.882
2292.646484375,2293.9382,2287.533,2290.6821,2295.1035,2301.5432,2299.2275,2288.3748,2295.55,2299.7834,2303.7646,2297.1914,2297.7673
3566.184814453125,3568.745,3561.4512,3564.647,3570.6584,3579.922,3578.0613,3562.3113,3573.1133,3578.1472,3584.2654,3574.119,3574.9058
3566.184814453125,3568.745,3561.4512,3564.647,3570.6584,3579.922,3578.0613,3562.3113,3573.1133,3578.1472,3584.2654,3574.119,3574.9058
12577.79296875,12596.965,12561.445,12568.582,12587.829,12602.261,12604.002,12550.272,12592.094,12618.287,12640.134,12604.183,12606.269
4724.8681640625,4730.709,4717.088,4725.008,4731.94,4737.3965,4737.7915,4717.6353,4733.566,4743.242,4751.541,4737.9873,4738.821
3152.099609375,3154.1846,3145.708,3162.3535,3160.5398,3160.3596,3160.5767,3144.987,3155.2825,3161.707,3167.236,3158.126,3158.7883
4757.23876953125,4758.2466,4747.4634,4767.5645,4760.4385,4766.494,4767.585,4745.021,4761.034,4770.805,4779.135,4765.4956,4766.3833
2194.511962890625,2196.6057,2191.7285,2195.2705,2196.5828,2208.3684,2201.9348,2190.446,2197.8416,2202.09,2205.9836,2199.6465,2200.2048
3810.4345703125,3815.0046,3806.2515,3811.7354,3815.3545,3852.097,3823.5977,3805.238,3817.2415,3824.3984,3831.0466,3820.079,3820.8591
848.5123901367188,849.4316,847.18475,848.4378,849.3962,850.7645,850.5904,846.86707,849.79126,851.4852,852.9522,850.51105,850.8485
6959.548828125,6966.635,6948.1626,6957.252,6968.898,6989.8853,6981.1675,6949.0615,6971.719,6985.845,6997.9478,6977.9697,6979.2056
1069.95263671875,1070.5565,1068.5957,1083.6206,1070.0681,1091.7059,1072.9789,1068.9017,1072.54,1072.7715,1074.461,1072.3723,1110.3391
3123.7412109375,3128.8943,3120.2146,3125.9756,3128.5837,3132.9749,3133.952,3118.724,3129.2397,3135.6267,3141.1062,3132.0994,3132.7644
2591.860595703125,2595.298,2588.5432,2591.8755,2595.7036,2602.649,2599.3418,2588.246,2597.1787,2602.2036,2606.9453,2599.49,2600.0107
3523.662841796875,3525.0515,3517.2905,3528.463,3543.1575,3532.6084,3534.0378,3516.2717,3529.2307,3533.746,3539.8584,3529.7683,3530.5913
717.5128173828125,717.38855,715.47675,716.35626,717.14307,719.2618,718.32697,714.9279,717.489,718.7768,720.1123,718.02686,718.2836
3925.277099609375,3933.1301,3919.0854,3927.5525,3931.6096,3975.081,3937.061,3918.2607,3931.5806,3939.436,3946.303,3935.01,3935.813
