V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
36866.2109375,37083.676,37072.113,37037.08,37159.312,36990.727,37123.594,36841.773,36819.508,36610.984,36885.086,36979.22,37094.984
3686.607421875,3698.1863,3696.1628,3680.1956,3689.461,3674.5376,3708.4336,3664.5674,3661.826,3632.46,3662.08,3676.4338,3682.9177
9661.9052734375,9653.642,9727.924,9639.879,9602.86,9645.258,9673.069,9586.821,9564.112,9617.857,9588.826,9559.732,9603.931
2170.579345703125,2164.024,2147.5261,2109.8594,2175.199,2220.3562,2159.8738,2358.152,2249.514,2271.2183,2158.0928,2248.4465,2114.3965
1431.5135498046875,1357.4277,1504.0125,1470.7632,1459.1255,1281.2544,1327.9344,1265.8743,1325.1202,1357.9875,1440.3464,1344.8973,1302.7794
465.1830749511719,508.9387,505.84534,408.88608,470.97357,555.18994,484.53192,580.0349,457.9607,496.1786,304.57828,522.2046,462.71375
2654.575927734375,2794.3518,3042.874,2620.2056,2704.6802,2896.1794,2594.6187,2937.7664,2655.473,2910.271,2467.9895,2750.0364,2770.345
2689.326904296875,2567.4495,2905.5366,2685.2805,2819.471,2438.1252,2475.6436,2296.362,2483.345,2457.9387,2038.891,2317.6655,2051.497
6637.234375,6807.7,6864.282,6495.268,6539.508,6533.548,6431.3228,6850.3525,6377.3726,6588.3403,5835.5513,6367.129,6107.183
5111.7958984375,5098.746,5089.5327,5072.3335,5050.55,5093.253,5061.7036,5060.3994,5015.064,5025.7334,4953.3374,4976.077,4919.5713
340.48797607421875,350.26,351.82928,337.34155,347.14764,345.84427,347.5019,348.28387,343.73148,329.46283,345.37027,342.344,339.8977
1039.9774169921875,1034.5903,1030.051,1040.1653,1036.3083,1038.3079,1030.452,1029.2782,1025.8782,1030.1359,1044.2295,1037.3448,1026.7583
2282.820068359375,2290.9146,2302.8555,2281.453,2257.343,2252.448,2252.8645,2301.5967,2257.7424,2279.151,2259.7893,2262.2058,2227.4155
2289.885009765625,2303.7393,2298.189,2284.97,2263.4775,2259.7668,2270.8113,2280.1829,2249.4915,2274.8762,2245.2366,2251.601,2213.8452
4152.2939453125,4289.039,4128.6626,4055.7273,3936.3965,4015.6318,3955.2314,4175.542,3799.6338,4010.9602,3727.9302,3872.0918,3550.26
