V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
644.0413818359375,555.782,541.86066,505.35925,492.26675,489.16144,463.2493,492.07684,507.27917,537.7385,584.9416,674.30896,734.2174,786.10486,843.84937,872.73505,902.58704,908.43915,903.2832,898.38245,858.298,818.53754,725.2815,676.74396,650.5297,592.0212,529.75476,534.65,474.8868,468.83435,491.77966,470.1098,493.45123,534.113,586.345,665.4384,719.21497,792.20905,830.00586,860.73865,894.26465,903.95056,900.9459,888.29913,850.8088,790.94696,730.3269,693.38135
2899.942626953125,2592.1975,2383.5288,2247.4224,2167.205,2091.9812,1991.3992,2049.8184,2123.6252,2238.6155,2495.6426,2701.6135,2937.5073,3147.55,3393.986,3601.1345,3751.987,3773.5813,3846.1714,3821.27,3702.8113,3566.6826,3256.7463,3025.4019,2869.427,2627.0642,2401.2173,2313.7412,2117.3245,2080.0503,2005.3022,2037.2996,2091.914,2263.8613,2471.6355,2708.8435,2955.4668,3132.4285,3429.8364,3615.0532,3716.5886,3812.9436,3845.9688,3819.6133,3681.6802,3491.5657,3324.524,3045.8093
1228.6517333984375,1157.2772,1089.0414,1038.2426,958.00726,933.0089,871.1667,884.3666,883.41003,922.016,995.1416,1045.7979,1116.2883,1161.9545,1216.6942,1283.3342,1310.4674,1325.467,1333.8011,1352.8762,1340.4945,1336.2899,1273.5151,1234.2827,1215.4369,1150.5062,1088.889,1046.3544,959.8589,917.46014,901.7352,882.37933,895.155,908.38403,979.7458,1042.3007,1114.8923,1135.2258,1219.2637,1256.2906,1278.5613,1299.1309,1312.0452,1323.0724,1304.5607,1286.7701,1258.0947,1194.878
5506.4755859375,5596.9775,4991.5503,4978.2593,4546.6094,4261.9336,3859.1023,3374.7642,3761.43,3917.8208,4071.58,4077.0503,4276.376,5126.9917,5123.7764,5110.751,5562.9883,5509.029,5630.2607,5890.0757,6095.3345,6292.204,6393.1255,5813.99,5731.797,5143.398,5040.0786,4579.699,4334.274,4327.1646,3743.047,3626.143,3948.8936,3754.8691,4012.8462,3817.2861,4118.6504,5412.5664,4695.835,5109.8325,5443.0923,5643.647,5636.3955,5829.363,5999.2773,5805.7695,5793.6504,5771.6895
3231.01416015625,2927.2493,2664.052,2477.3735,2136.2014,2023.5178,1827.0344,1752.955,1783.4365,1858.8346,1907.4731,1912.0166,2074.4097,2312.6465,2523.867,2723.1443,2914.8,3185.7397,3356.3796,3557.4412,3599.3848,3656.8916,3333.7202,3312.3462,3233.3264,2885.3105,2655.1123,2366.17,2103.6985,1995.1724,1938.1952,1749.8127,1814.5603,1713.0767,1907.1084,1903.7521,1984.7495,2241.3674,2418.8977,2665.811,2887.398,3074.5798,3301.763,3425.878,3423.3152,3388.074,3338.059,3152.4277
5127.5146484375,5178.064,5449.898,5801.903,6159.004,6322.225,6427.7866,6743.685,6989.0547,7104.498,7206.995,7248.898,7308.4717,7225.3457,7140.1143,7027.6387,6691.0806,6320.359,6144.911,5786.501,5570.7026,5344.431,5148.1147,5069.624,5069.0317,5249.206,5519.693,5754.0605,5972.089,6259.293,6598.798,6739.008,6842.121,7090.882,7090.5713,7196.507,7280.2344,7131.283,7023.0195,6899.8755,6595.796,6286.4106,5985.788,5787.0635,5421.488,5262.516,5106.578,5105.7427
46248.015625,43296.457,41119.36,39060.72,35255.96,33833.062,31444.238,30173.105,30261.168,30922.895,31214.812,31353.732,33163.38,35463.098,37873.707,39570.15,41716.84,44235.566,45729.48,47601.867,48259.82,49246.383,45932.277,46235.79,46044.664,42864.434,40864.492,38234.473,35024.33,33511.53,32821.42,30578.49,30074.629,29411.066,31949.21,31600.016,32222.719,34938.76,37141.41,39471.426,41020.09,43377.21,45068.33,46509.273,46575.266,46635.523,46641.953,44911.625
28035.494140625,25759.654,24519.55,23393.268,22801.88,22744.816,22509.988,23699.594,24616.867,26053.828,28322.146,30124.242,32367.793,33995.67,35985.934,37769.742,38348.53,38118.04,38025.836,36851.312,35444.562,33884.906,31340.408,29591.262,28120.352,26022.557,24475.002,23870.818,22178.637,22352.873,23215.742,23519.031,24555.594,25346.283,27845.775,30305.14,32700.238,33460.5,36278.684,37431.586,38320.227,37779.47,37364.707,36912.79,35142.68,33093.438,31361.12,29030.354
36029.5625,34168.93,31718.373,30484.54,29552.365,28821.803,27781.928,28243.678,28778.068,29579.229,31816.473,33115.152,35538.23,37386.484,39484.43,41652.33,42782.73,43260.273,43697.812,43436.273,42770.785,41435.895,39961.72,37497.32,36053.926,33455.453,32028.32,30988.676,29408.404,29169.324,28595.068,28579.047,29222.273,29512.082,31518.383,33127.363,35589.086,37324.707,40161.723,41539.973,42916.996,43533.15,43501.61,43697.934,42328.48,40877.28,39341.688,36849.934
427.7471008300781,430.93277,419.7655,411.33218,405.6389,399.7829,388.16003,379.82593,379.62518,389.67566,398.0278,415.24902,427.24927,434.53036,430.8023,446.60977,451.2934,441.21463,435.23764,445.11368,462.50128,449.346,465.04947,434.24435,427.8009,418.2981,416.0494,391.96915,401.74554,394.8753,386.122,381.9835,394.6117,381.5364,396.21085,401.6207,426.04562,434.64825,428.84628,435.55014,443.71658,436.2159,446.1794,449.46634,449.07654,444.0065,431.13177,428.05002
